Company,Industry,Tier,Division,Fit,Territory,City,State,Country,Contacts,Tier1 Reason
Gestamp,Battery Manufacturing,Tier 1,Natoli Engineering,Tooling,International,Swansea,Wales,United Kingdom,1,Battery electrode manufacturer with cathode/anode compaction for cell production.
Hiranis Pharmaceuticals (Pvt.) Limited,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Karachi,Sindh,Pakistan,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
THE SEARLE COMPANY LIMITED,Generic Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Karachi,Sindh,Pakistan,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Idorsia Pharmaceuticals Ltd,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Allschwil,Basel-Landschaft,Italy,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
SAJA Pharmaceuticals,Generic Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Jeddah,Makkah Province,Saudi Arabia,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
RA Chem Pharma LTD,Generic Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Hyderabad,Andhra Pradesh,India,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Laurus Labs Limited,CDMO,Tier 1,Natoli Scientific,Formulation,International,Roorkee,Uttarakhand,India,1,Contract development and manufacturing organization serving pharma clients with tablet production.
NanoAlvand Pharmaceutical Co.,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Tehran,Tehran Province,Iran,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
REPASSA SINGAPORE PTE. LTD.,Generic Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Petaling Jaya,Selangor,Malaysia,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Xaar,Advanced Ceramics,Tier 1,Natoli Engineering,Tooling,International,Waterbeach,England,United Kingdom,1,Advanced ceramics producer with powder compaction for technical ceramic parts.
GETZ PHARMA,Generic Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Karachi,Sindh,Pakistan,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Genetics Pharmaceuticals,Nutraceutical,Tier 1,Natoli Scientific,Formulation,International,Lahore,Punjab,Pakistan,1,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
NATIONAL UNIVERSITY OF SINGAPORE,Nutraceutical,Tier 1,Natoli Scientific,Formulation,International,Singapore,,Singapore,1,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
BILIM ILAC SANAYII VE TICARET A.S.,Generic Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,,Istanbul,Turkey,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Pioneer pharmaceuticals,Generic Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Sulaymaniyah,Kurdistan Region,Iraq,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Swiss Garnier's,Nutraceutical,Tier 1,Natoli Scientific,Formulation,International,Tiruvallur,Tamil Nadu,India,1,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
APPLIED INDUSTRIAL TECHNOLOGIES,Confectionery,Tier 1,Natoli Engineering,Tooling,International,Guaynabo,Guaynabo,Puerto Rico,1,Candy/mint manufacturer with high-volume tablet pressing operations.
Megalabs México,Nutraceutical,Tier 1,Natoli Scientific,Formulation,International,Mexico City,Mexico City,Mexico,1,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
Ultra Laboratorios,Generic Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Guadalajara,Jalisco,Mexico,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Interplast Co. Ltd.,Confectionery,Tier 1,Natoli Engineering,Tooling,International,Dubai,Dubai,United Arab Emirates,1,Candy/mint manufacturer with high-volume tablet pressing operations.
Pharmaniaga Berhad,Generic Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Shah Alam,Selangor,Malaysia,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Efroze Chemical Industries (Pvt.) Ltd. - Pharma Division,Generic Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Karachi,Sindh,Pakistan,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Laboratorios Rubió,Nutraceutical,Tier 1,Natoli Scientific,Formulation,International,,Catalonia,Spain,1,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
"MARNYS - MARTINEZ NIETO, S.A.",Nutraceutical,Tier 1,Natoli Scientific,Formulation,International,Murcia,Region of Murcia,Spain,1,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
Productos Maver,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Tlaquepaque,Jalisco,Mexico,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Lacer,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Barcelona,Catalonia,Spain,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
STADA Pymepharco,Generic Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Tuy Hoa,Phu Yen Province,Vietnam,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
ITW Reagents,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Castellar del Valles,Catalunya,Spain,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Highnoon,Generic Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Lahore,Punjab,Pakistan,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
AJA Pharma,Nutraceutical,Tier 1,Natoli Scientific,Formulation,International,Hail,Hail Province,Saudi Arabia,1,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
CYNDEA PHARMA S.L.,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Soria,Castile and Leon,Spain,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Morison Limited,Generic Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Colombo,Western Province,Sri Lanka,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Allergopharma GmbH & Co. KG,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Reinbek,Schleswig-Holstein,Germany,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
AXXELENT PHARMA SCIENCE PVT LTD,CDMO,Tier 1,Natoli Scientific,Formulation,International,Chennai,Tamil Nadu,India,1,Contract development and manufacturing organization serving pharma clients with tablet production.
Carnot Laboratorios,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Mexico City,Mexico City,Mexico,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
İlko Pharmaceuticals,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Istanbul,Istanbul,Turkey,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Havea,Nutraceutical,Tier 1,Natoli Scientific,Formulation,International,Paris,Ile-de-France,France,1,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
Arias,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Guatemala City,Guatemala,Guatemala,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Sirio Pharma,Nutraceutical,Tier 1,Natoli Scientific,Formulation,International,Hong Kong,Guangdong,Hong Kong,1,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
ACG ENGINEERING,Nutraceutical,Tier 1,Natoli Scientific,Formulation,International,Mumbai,Maharashtra,India,1,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
DEVELOPHARMA SA,Generic Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Olgiate Comasco,Lombardia,Italy,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
LEO Pharma,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Copenhagen,Capital Region of Denmark,Denmark,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Xepa-Soul Pattinson (Malaysia) Sdn Bhd,Generic Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Malacca,Malacca,Malaysia,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
VITAL HEALTH FOODS,Nutraceutical,Tier 1,Natoli Scientific,Formulation,International,Zaltbommel,Gelderland,Netherlands,1,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
Hovid Bhd,Generic Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Ipoh,Perak,Malaysia,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Cadila Pharmaceuticals Limited,Generic Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Ahmedabad,Gujarat,India,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
BIOCAD · Full-time,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,,,Russia,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
"DONALDSON CO., INC.",Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Minneapolis,Chon Buri,Thailand,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
The University of Sheffield,Nuclear Fuel,Tier 1,Natoli Engineering,Tooling,International,Sheffield,England,United Kingdom,1,Nuclear fuel fabrication with precision pellet pressing for fuel rod assembly.
Nobel Ilac A.S,Generic Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Umraniye,Istanbul,Tuerkiye,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
PAILL Laboratorios,Generic Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,San Salvador,San Salvador Department,El Salvador,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Graviti Pharmaceuticals,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Hyderabad,Telangana,India,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
University of Debrecen,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Debrecen,Hajdu-Bihar,Hungary,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Rieckermann,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Hamburg,Hamburg,Germany,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
PT. Imedco Djaja,Nutraceutical,Tier 1,Natoli Scientific,Formulation,International,Tangerang,Banten,Indonesia,1,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
Monash University,Nutraceutical,Tier 1,Natoli Scientific,Formulation,International,Moe,Selangor,Malaysia,1,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
Laboratoires Pharmaceutiques GALENICA,Generic Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,,Casablanca-Settat,Morocco,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Sante Private Limited,Nutraceutical,Tier 1,Natoli Scientific,Formulation,International,Karachi,Sindh,Pakistan,1,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
ABDI IBRAHIM ILAC SAN VE TIC AS,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,London,England,United Kingdom,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
CAPRIFARMINDO LABORATORIES,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Bandung,West Java,Indonesia,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Daewoong Pharmaceutical,CDMO,Tier 1,Natoli Scientific,Formulation,International,Seoul,Seoul,South Korea,1,Contract development and manufacturing organization serving pharma clients with tablet production.
NORBROOK LABORATORIES LTD.,Generic Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Hyderabad,Telangana,India,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
University of Ljubljana,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Ljubljana,Ljubljana,Slovenia,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
SANOVEL ILAC SAN.VE TIC A.S.,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,,Istanbul,Turkey,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Flamingo Pharmaceuticals Ltd,CDMO,Tier 1,Natoli Scientific,Formulation,International,Mumbai,Maharashtra,India,1,Contract development and manufacturing organization serving pharma clients with tablet production.
Axantia,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Amman,Amman Governorate,Jordan,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Drogsan Pharmaceuticals,Generic Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Ankara,Ankara,Turkey,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
WOCKHARDT LTD,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Mumbai,Maharashtra,India,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Aenova,CDMO,Tier 1,Natoli Scientific,Formulation,International,,,Germany,1,Contract development and manufacturing organization serving pharma clients with tablet production.
Sydney Cell and Gene Therapy,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,,,Wales,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Ringier,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Shanghai,,CHINA,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Basf,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Ludwigshafen,,GERMANY,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Wacker Chemie Ag,CDMO,Tier 1,Natoli Scientific,Formulation,International,Munich,,GERMANY,1,Contract development and manufacturing organization serving pharma clients with tablet production.
Amri,CDMO,Tier 1,Natoli Scientific,Formulation,International,Milan,New York,ITALY,1,Contract development and manufacturing organization serving pharma clients with tablet production.
Bain Capital,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Boston,Massachusetts,UNITED STATES,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Optum,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Sarasota,Florida,UNITED STATES,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Cbt Architects,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Boston,Massachusetts,UNITED STATES,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Beigene,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Emeryville,California,UNITED STATES,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
University Of Kwazulu Natal,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Durban,KWAZULU-NATAL,SOUTH AFRICA,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Great Ormond Street Hospital For Children Nhs Foundation Trust,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,London,,UNITED KINGDOM,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Rbw Consulting,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Brighton,,UNITED KINGDOM,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Lifearc,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Edinburgh,MIDLOTHIAN,UNITED KINGDOM,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Taylor Wessing,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Cambridge,,UNITED KINGDOM,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Extract Technology,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Huddersfield,,UNITED KINGDOM,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Dassault Systemes,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Bangalore,KARNATAKA,INDIA,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Gensenta,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Istanbul,,TURKEY,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Compex Legal Services,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Torrance,California,UNITED STATES,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Importfab Inc.,CDMO,Tier 1,Natoli Scientific,Formulation,International,Montreal,QUEBEC,CANADA,1,Contract development and manufacturing organization serving pharma clients with tablet production.
Abbott Healthcare Products,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Weesp,,NETHERLANDS,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Smc Ltd.,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Cambridge,CAMBRIDGESHIRE,UNITED KINGDOM,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Al-Alamyah Pharma,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Baghdad,Baghdad Governorate,Iraq,0,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Amarox Pharma GmbH,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Haar,Bavaria,Germany,0,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
BAHRAIN PHARMA,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Al Hidd,Muharraq Governorate,Bahrain,0,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Biointelligentia,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Mexico City,Mexico City,Mexico,0,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
BIOPHARMACIE LABORATORY,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Lima,Lima,Peru,0,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
BV PHARMA PHARMACEUTICAL COMPANY LIMITED,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,,,,0,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
CSN Pharma,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,North Vancouver,British Columbia,Canada,0,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
DAEWON PHARMACEUTICAL,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,,Seoul,South Korea,0,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
ElRazy Pharmaceuticals Co.,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Ismailia,Ismailia Governorate,Egypt,0,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
EMI LTD,Defense & Energetics,Tier 1,Natoli Engineering,Tooling,International,,,,0,Defense/energetics manufacturer with propellant or explosive pressing operations.
EUROPCELL GmbH,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Hanau,Hesse,Germany,0,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Excella GmbH & Co. KG,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Feucht,Bavaria,Germany,0,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
FARMASI COSMETICS,Cosmetics,Tier 1,Natoli Engineering,Tooling,International,,,,0,Cosmetics producer with pressed powder compact production lines.
fournierpharma.com,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,,County Cork,,0,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Kimia Farma Sungwun Pharmacopia,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,,West Java,Indonesia,0,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
"Laboratoiros Quimpharma, s.a. de c.v.",Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Mexico City,Mexico City,Mexico,0,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Laboratorio Ruipharma S.A.,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Villa Canales,Guatemala,Guatemala,0,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Laboratorios Torrent,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,,Mexico City,Indonesia,0,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Mednext Africa SARL,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Udaipur,Rajasthan,India,0,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Myriad Pharmaceuticals,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Auckland,Auckland,New Zealand,0,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
"NICHI-IKO PHARMACEUTICAL GIFU PLANT CO., LTD.",Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Toyama,Toyama,Japan,0,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Pharmaceutical Research Institute,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Warszawa,woj. mazowieckie,Poland,0,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
phylaxiz-sanofi.com,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,,Budapest,,0,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Pinnacle Biotech (Pvt.) Ltd.,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Karachi,Sindh,Pakistan,0,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
PR Pharmaceuticals,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,,Mexico City,United States,0,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Private Label Nutrition® - THG Manufacturing,Nutraceutical,Tier 1,Natoli Scientific,Formulation,International,Blackpool,England,United Kingdom,0,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
TEVA - THERAMEX,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,,,,0,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
vraformulations.con,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,,,,0,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Xi Pharma Laboratorios,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Zapopan,Jalisco,Mexico,0,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
XSPRAY PHARMA AB (PUBL),Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Solna,Stockholm County,Sweden,0,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
3D Pharma,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Mexico City,Federal District,Mexico,0,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
安士制药有限公司,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,,,,0,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
健栄製薬（株）,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Osaka,Osaka,Japan,0,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Ackerman Pharma,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Tlalnepantla,Estado de Mexico,Mexico,0,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
株式会社おか調剤薬局,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Saitama,Saitama,Japan,0,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
AMAZING NUTRA INC.,Nutraceutical,Tier 1,Natoli Scientific,Formulation,International,,,,0,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
archnutra.com,Nutraceutical,Tier 1,Natoli Scientific,Formulation,International,,,,0,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
AURORA COMPOUNDING PHARMACY,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,Aurora,Ontario,Canada,0,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Austmedics,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,International,London,England,United Kingdom,0,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
