company,city,state,phone,website,linkedin,division,territory,region,salesRep,industry,confidence,reason,aiDecision,aiCompression,aiDivision,aiConfidence,pressureSignals,competitors,aiSummary,gmpLikely,fdaLikely
Electron Energy Corporation,Landisville,PA,,http://www.electronenergy.com,https://www.linkedin.com/company/electron-energy-corporation,Scientific,Northeast,Domestic,Raffaele Romano,rare earth magnet manufacturing,80,Focuses on R&D and manufacturing of rare earth materials.,,,,,,,,,
Enzymes Solutions,Las Vegas,NV,,https://www.enzymesolutions.com,,Both,Rocky Mountain,Domestic,Eric Maughan,digestive enzyme tablets,80,Involved in both formulation and manufacturing of enzyme products.,,,,,,,,,
Factorial Energy,Woburn,MA,,https://factorialenergy.com,https://linkedin.com/company/factorial-energy,Engineering,Northeast,Domestic,Raffaele Romano,solid state battery manufacturing,80,Focuses on solid-state battery technology requiring engineering solutions,EDUCATE,none,Engineering,75,,,There are no immediate tablet compression opportunities in solid-state battery manufacturing for Factorial Energy.,,
Fertile Ground,Philadelphia,PA,,https://www.fertileground.com,https://www.linkedin.com/company/fertileground,Scientific,Northeast,Domestic,Raffaele Romano,plant food tablets,80,Develops scientific formulations for effective plant growth.,,,,,,,,,
Fiocchi Ammunition,Ozark,MO,,https://www.fiocchiusa.com,https://www.linkedin.com/company/fiocchi-ammunition/,Both,Central,Domestic,David Nelson,ammunition manufacturing,80,Engages in both manufacturing and R&D for ammunition products.,,,,,,,,,
Focus Factor,New York,NY,,https://www.focusfactor.com,,Both,Northeast,Domestic,Raffaele Romano,brain health tablets,80,"Offers brain health supplements, but no engineering fit.",,,,,,,,,
Forever Energy,Columbia,MD,,https://foreverenergy.com,https://linkedin.com/company/forever-energy,Engineering,Northeast,Domestic,Raffaele Romano,solid state battery manufacturing,80,Focuses on solid-state battery solutions needing advanced engineering tools,EDUCATE,none,Engineering,75,,,There are no immediate tablet compression opportunities in solid-state battery manufacturing for Forever Energy.,,
Geotechnical Engineering Services,Huntington Beach,CA,,https://www.geotechengineering.com,https://www.linkedin.com/company/geotechnical-engineering-services-inc,Both,West Coast,Domestic,Fernando Delgado,compaction characterization laboratory,80,Offers engineering services and laboratory testing for compaction.,,,,,,,,,
Ginkgo BioWorks,Boston,MA,,https://www.ginkgobioworks.com,https://www.linkedin.com/company/ginkgo-bioworks,Scientific,Northeast,Domestic,Raffaele Romano,nutraceutical tablet manufacturing,80,"Focuses on biotechnology and formulation, relevant for nutraceutical applications.",,,,,,,,,
Great Lakes Gelatin,Elkhart,IN,+1 800-767-2000,https://www.greatlakesgelatin.com,https://www.linkedin.com/company/great-lakes-gelatin/,Scientific,Central,Domestic,David Nelson,collagen tablet manufacturing,80,Specializes in gelatin which is a base for collagen tablets.,,,,,,,,,
GreenTech Innovations,San Francisco,CA,+1-303-893-0552,https://www.greentechinnovations.com,https://www.linkedin.com/company/greentechinnovations,Both,West Coast,Domestic,Fernando Delgado,plant food tablets,80,Combines R&D in plant nutrition with manufacturing capabilities.,,,,,,,,,
HPLC Technologies,Haverhill,MA,,http://www.hplctechnologies.com,https://www.linkedin.com/company/hplc-technologies-inc/,Scientific,Northeast,Domestic,Raffaele Romano,dissolution testing laboratory,80,Specializes in dissolution testing and HPLC services.,,,,,,,,,
HUM Nutrition,Los Angeles,CA,,https://www.humnutrition.com,https://www.linkedin.com/company/humnutrition,Both,West Coast,Domestic,Fernando Delgado,brain health tablets,80,Offers a variety of supplements but not specifically focused on brain health.,,,,,,,,,
Haviland Pool and Spa,Grand Rapids,MI,,https://www.havilandusa.com/,https://www.linkedin.com/company/haviland-pool-and-spa/,Both,Central,Domestic,David Nelson,pool chlorine tablet manufacturing,80,Haviland produces chlorine products and conducts research on pool chemicals.,,,,,,,,,
Heart Health Supplements,Atlanta,GA,,https://www.hearthealthsupplements.com,,Both,Southeast,Domestic,Danny Ambrose,heart health tablets,80,Offers heart health products and focuses on R&D.,,,,,,,,,
Heirloom,San Francisco,CA,,https://heirloomcarbon.com,https://linkedin.com/company/heirloomcarbon,Scientific,West Coast,Domestic,Fernando Delgado,carbon capture sorbent manufacturing,80,"Specializes in direct air capture using sorbents, which may need formulation services",EDUCATE,none,None,70,,,Heirloom's focus on carbon capture sorbents does not present immediate tablet compression opportunities.,,
Helena Agri-Enterprises,Collierville,TN,+1-901-761-0050,https://www.helenaagri.com,https://www.linkedin.com/company/helena-agri-enterprises-llc/,Both,Southeast,Domestic,Danny Ambrose,fertilizer tablet manufacturing,80,Helena provides a variety of agricultural products including fertilizers and has R&D operations.,,,,,,,"No significant tablet compression opportunities identified for Helena Agri-Enterprises, LLC.",,
Hitachi Metals America,Purchase,NY,,https://www.hitachi-metals.co.jp,https://linkedin.com/company/hitachi-metals-america,Engineering,Northeast,Domestic,Raffaele Romano,rare earth magnet manufacturing,80,"Produces a variety of magnetic materials, needing precision tooling and equipment.",DEPRIORITIZE,none,None,70,,,No tablet compression opportunities identified in rare earth magnet manufacturing.,,
Innovative Compounding,San Diego,CA,,https://www.innovativecompounding.com,https://www.linkedin.com/company/innovative-compounding,Both,West Coast,Domestic,Fernando Delgado,503b outsourcing facility,80,Integrates engineering and formulation for unique pharmaceutical solutions.,,,,,,,,,
Intervet,Millsboro,DE,,https://www.intervet.com,https://www.linkedin.com/company/intervet,Both,Northeast,Domestic,Raffaele Romano,veterinary tablet manufacturing,80,Involved in R&D and manufacturing of veterinary products.,,,,,,,,,
Ionblox,Fremont,CA,,https://ionblox.com,https://linkedin.com/company/ionblox,Engineering,West Coast,Domestic,Fernando Delgado,solid state battery manufacturing,80,"Produces high-performance lithium batteries, requiring advanced manufacturing solutions",MONITOR,none,None,70,,,Ionblox's focus on solid state battery manufacturing does not present immediate tablet compression opportunities.,,
Joint Juice,San Diego,CA,,https://www.jointjuice.com,https://www.linkedin.com/company/joint-juice/,Scientific,West Coast,Domestic,Fernando Delgado,joint health tablets,80,Focuses on joint health products and formulations.,,,,,,,,,
KVP International,Grand Rapids,MI,,https://www.kvpvet.com,https://www.linkedin.com/company/kvp-international,Both,Central,Domestic,David Nelson,veterinary tablet manufacturing,80,Provides veterinary tablets and engaged in formulation.,,,,,,,,,
Kem-Tek,Carrollton,TX,+1-800-767-7665,https://www.kem-tek.com/,https://www.linkedin.com/company/kem-tek/,Both,Central,Domestic,David Nelson,pool chlorine tablet manufacturing,80,Offers a range of pool chemicals including chlorine tablets.,,,,,,,,,
Kemira Oyj,Helsinki,UUS,,https://www.kemira.com,https://www.linkedin.com/company/kemira,Scientific,International,International,International Sales Team,lithium ion battery materials,80,Kemira develops materials for battery applications and focuses on R&D.,,,,,,,,,
Keto Balance,Denver,CO,,https://www.ketobalance.com,,Both,Rocky Mountain,Domestic,Eric Maughan,keto supplement tablets,80,Offers both R&D and manufacturing of supplements.,,,,,,,,,
Keto Diet Labs,Boston,MA,,https://www.ketodietlabs.com,,Scientific,Northeast,Domestic,Raffaele Romano,keto supplement tablets,80,Focuses on the scientific formulation of ketogenic supplements.,,,,,,,,,
Keto Fuel,Phoenix,AZ,,https://www.ketofuel.com,,Scientific,Rocky Mountain,Domestic,Eric Maughan,keto supplement tablets,80,Focuses on product formulation for keto diets.,,,,,,,,,
Keto Sports,Boulder,CO,,https://www.ketosports.com,,Scientific,Rocky Mountain,Domestic,Eric Maughan,keto supplement tablets,80,Specializes in formulation of keto supplements.,,,,,,,,,
Keto Zone,Orlando,FL,,https://www.ketozone.com,,Both,Southeast,Domestic,Danny Ambrose,keto supplement tablets,80,Combination of R&D and manufacturing capabilities.,,,,,,,,,
Kirkland Signature,Issaquah,WA,,https://www.costco.com/kirkland-signature.html,https://www.linkedin.com/company/kirkland-signature/,Both,West Coast,Domestic,Fernando Delgado,vitamin tablet manufacturing,80,"Costco's brand that produces various vitamins, needing both R&D and engineering support.",,,,,,,,,
Krud Kutter,Suwanee,GA,,https://www.krudkutter.com,https://www.linkedin.com/company/krud-kutter/,Both,Southeast,Domestic,Danny Ambrose,concrete cleaner tablets,80,"Develops powerful cleaning products for various surfaces, including concrete.",,,,,,,,,
Lean1,Wilmington,DE,,https://www.lean1.com,https://www.linkedin.com/company/lean1,Both,Northeast,Domestic,Raffaele Romano,weight loss supplement tablets,80,Lean1 formulates weight loss supplements and relies on engineering for tablet manufacturing.,,,,,,,,,
Magnet Sales and Manufacturing,Wilmington,DE,,http://www.magnetsales.com,https://www.linkedin.com/company/magnet-sales-and-manufacturing-inc,Engineering,Northeast,Domestic,Raffaele Romano,rare earth magnet manufacturing,80,Provides magnet engineering solutions and manufacturing.,,,,,,,,,
Mary Kay,Addison,TX,+1 972-687-6300,https://www.marykay.com,https://www.linkedin.com/company/mary-kay,Both,Central,Domestic,David Nelson,cosmetics pressed powder,80,Focuses on both the formulation and manufacturing of cosmetics.,,,,,,Fette; Korsch,There is a medium opportunity for optimizing tablet compression in Mary Kay's pressed powder products.,,
Melatonin Manufacturing,Los Angeles,CA,,http://www.melatoninmanufacturing.com,,Both,West Coast,Domestic,Fernando Delgado,sleep aid tablet manufacturing,80,Focuses on manufacturing melatonin tablets and other sleep aids.,,,,,,,,,
Mind Lab Pro,Los Angeles,CA,,https://www.mindlabpro.com,https://www.linkedin.com/company/mind-lab-pro,Scientific,West Coast,Domestic,Fernando Delgado,nootropic tablet manufacturing,80,Focuses on R&D for nootropic formulations.,,,,,,,,,
Mind Nutrition,Denver,CO,+1-447-964-2185,https://mindnutrition.com,,Scientific,Rocky Mountain,Domestic,Eric Maughan,nootropic tablet manufacturing,80,Research and development focused on nootropic supplements.,,,,,,,,,
Mission Zero Technologies,New York,NY,,https://missionzero.tech,https://linkedin.com/company/mission-zero-technologies,Scientific,Northeast,Domestic,Raffaele Romano,carbon capture sorbent manufacturing,80,Develops carbon capture technologies involving sorbents that may require formulation expertise,EDUCATE,none,Scientific,75,,,Opportunity to educate on formulation expertise for carbon capture sorbent manufacturing.,,
Molycorp,Greenwood Village,CO,,https://molycorp.com,https://linkedin.com/company/molycorp,Engineering,Rocky Mountain,Domestic,Eric Maughan,rare earth magnet manufacturing,80,"They are involved in rare earth element production, which requires advanced equipment.",DEPRIORITIZE,none,None,70,,,No immediate tablet compression opportunities identified in rare earth magnet manufacturing.,,
Mrs. Meyer's Clean Day,Minneapolis,MN,+1-877-865-1508,https://www.mrsmeyers.com,https://www.linkedin.com/company/mrs-meyers-clean-day/,Both,Central,Domestic,David Nelson,dishwasher tablet manufacturing,80,"Offers a variety of cleaning products, including dishwasher tablets, with R&D focus.",,,,,,,,,
Multi-Clean,Saint Paul,MN,,https://www.multi-clean.com,https://www.linkedin.com/company/multi-clean/,Both,Central,Domestic,David Nelson,concrete cleaner tablets,80,"Offers a variety of cleaning products, including for concrete.",,,,,,,,,
NYX Cosmetics,Los Angeles,CA,+1 800-965-2000,https://www.nyxcosmetics.com,https://www.linkedin.com/company/nyx-cosmetics,Both,West Coast,Domestic,Fernando Delgado,cosmetics pressed powder,80,Engages in both R&D and manufacturing of pressed powders.,,,,,,,,,
NantPharma,Los Angeles,CA,,https://www.nantpharma.com,https://www.linkedin.com/company/nantpharma,Scientific,West Coast,Domestic,Fernando Delgado,excipient development laboratory,80,Focuses on drug formulation and excipient development.,,,,,,,,,
NexSemiconductor,Sunnyvale,CA,,https://www.nexsemiconductor.com,https://www.linkedin.com/company/nexsemiconductor/,Both,West Coast,Domestic,Fernando Delgado,semiconductor materials,80,Engages in both production and R&D of semiconductor materials.,,,,,,,,,
Norma Precision,Mesa,AZ,,https://www.norma-precision.com,https://www.linkedin.com/company/norma-precision/,Both,Rocky Mountain,Domestic,Eric Maughan,ammunition manufacturing,80,Focuses on both engineering and manufacturing of ammunition.,,,,,,Fette; Korsch,There is a medium opportunity for improving tablet compression processes in ammunition manufacturing with a focus on monitoring pressure consistency.,,
Nouveau Monde Graphite,Saint-Michel-des-Saints,QC,,https://www.nouveaumonde.ca,https://www.linkedin.com/company/nouveau-monde-graphite,Both,Canada,International,Unassigned,lithium ion battery materials,80,Nouveau Monde produces graphite for lithium-ion batteries and has engineering capabilities.,,,,,,,,,
Novonix,Brisbane,QLD,+61 7 3036 6200,https://www.novonixgroup.com,https://www.linkedin.com/company/novonix,Scientific,International,International,International Sales Team,battery cathode manufacturing,80,Novonix specializes in battery technology and materials research.,,,,,,,Novonix may benefit from formulation expertise in the production of synthetic graphite for lithium-ion batteries.,,
Noya Labs,San Francisco,CA,,https://noyalabs.com,https://linkedin.com/company/noyalabs,Scientific,West Coast,Domestic,Fernando Delgado,carbon capture sorbent manufacturing,80,"Focuses on carbon capture solutions using sorbents, potentially requiring formulation expertise",DEPRIORITIZE,none,None,70,,,Noya Labs' focus on carbon capture sorbents does not present immediate tablet compression opportunities.,,
Nutraburst,Orlando,FL,,https://www.nutraburst.com,,Both,Southeast,Domestic,Danny Ambrose,beauty supplement tablets,80,Manufactures beauty supplements and involves R&D for product formulations.,,,,,,,,,
Nutraceutical Innovations,La Jolla,CA,,https://www.nutraceuticalinnovations.com,https://www.linkedin.com/company/nutraceutical-innovations,Both,West Coast,Domestic,Fernando Delgado,nutraceutical tablet manufacturing,80,Offers both tablet formulation and manufacturing solutions.,,,,,,,,,
Nutraceutical Solutions,Kalamazoo,MI,,https://www.nutraceuticalsolutions.com,https://www.linkedin.com/company/nutraceutical-solutions,Both,Central,Domestic,David Nelson,nutraceutical tablet manufacturing,80,Provides both formulation and manufacturing for nutraceutical tablets.,,,,,,,,,
Nutrafol,New York,NY,,https://nutrafol.com,https://www.linkedin.com/company/nutrafol/,Scientific,Northeast,Domestic,Raffaele Romano,sleep aid tablet manufacturing,80,Develops wellness products including those aimed at improving sleep.,,,,,,,,,
Nutrient Solutions,Cincinnati,OH,,https://www.nutrientsolutions.com,https://www.linkedin.com/company/nutrientsolutions,Both,Central,Domestic,David Nelson,plant food tablets,80,Offers both engineering and scientific solutions for plant food tablets.,,,,,,,,,
Opus 12,Berkeley,CA,,https://opus12.co,https://linkedin.com/company/opus-12,Scientific,West Coast,Domestic,Fernando Delgado,carbon capture sorbent manufacturing,80,"Focuses on converting CO2 into products, possibly needing formulation services",EDUCATE,none,None,70,,,Opus 12 presents an opportunity for formulation services in carbon capture sorbent manufacturing.,,
Organixx,Eugene,OR,+1 800-259-2025,https://www.organixx.com,https://www.linkedin.com/company/organixx/,Scientific,West Coast,Domestic,Fernando Delgado,collagen tablet manufacturing,80,"Focuses on health supplements, including collagen formulations.",,,,,,,,,
Orocobre Limited,Salinas Grandes,Jujuy,,https://www.orocobre.com,https://www.linkedin.com/company/orocobre,Both,International,International,International Sales Team,lithium ion battery materials,80,Orocobre produces lithium and has engineering and scientific research capabilities.,,,,,,,,,
Ospho,Harrison,OH,+1-216-771-1590,https://www.ospho.com,,Both,Central,Domestic,David Nelson,rust remover tablets,80,Focuses on rust treatment solutions rather than tablets.,,,,,,,,,
Permatex,Hartford,CT,,https://www.permatex.com,https://www.linkedin.com/company/permatex/,Both,Northeast,Domestic,Raffaele Romano,rust remover tablets,80,"Specializes in adhesives and sealants, not rust remover tablets.",,,,,,,,,
PestWest Environmental Science,San Antonio,TX,+1-866-476-7378,https://www.pestwest.com,,Both,Central,Domestic,David Nelson,pest control tablets,80,Offers pest control solutions and engages in manufacturing.,,,,,,,,,
PharmaTest Testmaterialien GmbH,Langenfeld,NRW,,https://www.pharmatest.de,https://www.linkedin.com/company/pharmatest-testmaterialien-gmbh/,Both,International,International,International Sales Team,dissolution testing laboratory,80,Manufactures testing equipment and provides testing services.,,,,,,,,,
PillPack,Somerville,MA,,https://www.pillpack.com,https://www.linkedin.com/company/pillpack/,Scientific,Northeast,Domestic,Raffaele Romano,503a compounding pharmacy,80,Focuses on medication management rather than compounding.,,,,,,,,,
Precision Abrasives,Westfield,MA,,https://www.precisionabrasives.com,,Engineering,Northeast,Domestic,Raffaele Romano,abrasives manufacturing,80,Focuses on engineering and manufacturing precision abrasives.,,,,,,,,,
Pro Septic Solutions,Denver,CO,+1-252-586-2256,https://www.proseptic.com,https://www.linkedin.com/company/pro-septic-solutions,Both,Rocky Mountain,Domestic,Eric Maughan,septic system tablets,80,Offers both engineering and scientific products for septic systems.,,,,,,,,,
Puritan's Pride,Long Island,NY,,https://www.puritan.com,https://www.linkedin.com/company/puritans-pride/,Both,Northeast,Domestic,Raffaele Romano,multivitamin tablet manufacturing,80,Manufactures a range of vitamins and supplements; requires engineering and scientific formulation.,,,,,,Fette; Korsch,There is a medium opportunity for improving tablet compression in Puritan's Pride calcium supplements to enhance quality and reduce production risks.,,
Purity Products,Garden City,NY,,https://www.purityproducts.com,https://www.linkedin.com/company/purity-products/,Both,Northeast,Domestic,Raffaele Romano,joint health tablets,80,Involved in research and manufacturing of health supplements.,,,,,,,,,
RID-X,Cincinnati,OH,,https://rid-x.com,https://linkedin.com/company/rid-x,Scientific,Central,Domestic,David Nelson,septic system tablets,80,RID-X offers products specifically for septic system maintenance.,DEPRIORITIZE,none,None,70,,,No tablet compression opportunities identified for RID-X septic system tablets.,,
Richter Pharma AG,Wels,Austria,,https://www.richter-pharma.com,https://www.linkedin.com/company/richter-pharma,Both,International,International,International Sales Team,veterinary tablet manufacturing,80,Manufactures veterinary tablets and engages in R&D.,,,,,,,,,
Rust Check,Toronto,ON,,https://www.rustcheck.com,https://www.linkedin.com/company/rust-check/,Both,Canada,International,Unassigned,rust remover tablets,80,Offers rust prevention and removal solutions along with potential R&D.,,,,,,,,,
Rust-Oleum Corporation,Vernon Hills,IL,,https://www.rustoleum.com,https://www.linkedin.com/company/rust-oleum/,Both,Central,Domestic,David Nelson,concrete cleaner tablets,80,"Primarily focused on paint and coating solutions, limited fit for concrete cleaning.",,,,,,,,,
Rust-Oleum Industrial,Vernon Hills,IL,,https://www.rustoleum.com,,Both,Central,Domestic,David Nelson,rust remover tablets,80,Focuses on industrial coatings rather than rust remover tablets.,,,,,,,,,
Rx3 Compounding,San Francisco,CA,,https://www.rx3compounding.com,https://www.linkedin.com/company/rx3-compounding,Both,West Coast,Domestic,Fernando Delgado,503b outsourcing facility,80,Combines engineering with scientific formulation for tailored solutions.,,,,,,,,,
SCS Engineers,Long Beach,CA,,https://www.scsengineers.com,https://www.linkedin.com/company/scs-engineers,Both,West Coast,Domestic,Fernando Delgado,compaction characterization laboratory,80,Offers consulting and engineering services related to soil compaction.,,,,,,,,,
SafeCare Products,San Diego,CA,,https://www.safecareproducts.com,https://www.linkedin.com/company/safecare-products/,Both,West Coast,Domestic,Fernando Delgado,concrete cleaner tablets,80,Develops various cleaning products including those for concrete surfaces.,,,,,,,,,
Sakti3,Ann Arbor,MI,,https://sakti3.com,https://linkedin.com/company/sakti3,Engineering,Central,Domestic,David Nelson,solid state battery manufacturing,80,"Engaged in developing solid-state batteries, requiring precision manufacturing",DEPRIORITIZE,none,None,70,,,No immediate tablet compression opportunities identified in solid-state battery manufacturing.,,
Schiff Vitamins,Saint Louis,MO,,https://www.schiffvitamins.com,https://www.linkedin.com/company/schiff-vitamins/,Both,Central,Domestic,David Nelson,joint health tablets,80,Manufactures and develops joint health vitamins.,,,,,,,,,
Schlumberger Limited,Houston,TX,+1 281-375-3000,https://www.slb.com,https://www.linkedin.com/company/schlumberger,Scientific,Central,Domestic,David Nelson,powder flow testing laboratory,80,"Oil and gas services provider, not related to powder testing.",,,,,,,,,
Septic Tank Solutions,Atlanta,GA,+1-800-521-6310,https://www.septictanksolutions.com,https://www.linkedin.com/company/septic-tank-solutions,Both,Southeast,Domestic,Danny Ambrose,septic system tablets,80,Offers both engineering and scientific solutions for septic systems.,,,,,,,,,
Similasan Corporation,Phoenix,AZ,,https://www.similasan.com,https://www.linkedin.com/company/similasan,Scientific,Rocky Mountain,Domestic,Eric Maughan,digestive enzyme tablets,80,Develops natural health products including digestive aids.,,,,,,,,,
Simple Green,Huntington Beach,CA,,https://www.simplegreen.com,https://www.linkedin.com/company/simple-green/,Scientific,West Coast,Domestic,Fernando Delgado,concrete cleaner tablets,80,"Focuses on eco-friendly cleaning products, including for concrete surfaces.",,,,,,Fette; Korsch,There is a medium opportunity for improving tablet compression in cleaning product formulations.,,
Sintering Technology Corporation,Lakewood,CO,+1 720-535-6000,http://www.sinteringtech.com,https://www.linkedin.com/company/sintering-technology-corporation,Engineering,Rocky Mountain,Domestic,Eric Maughan,powder metallurgy manufacturing,80,They focus on manufacturing processes in powder metallurgy.,,,,,,,,,
Sogeval Laboratories,Baton Rouge,LA,,https://www.sogeval.com,https://www.linkedin.com/company/sogeval-laboratories,Both,Southeast,Domestic,Danny Ambrose,veterinary tablet manufacturing,80,Involved in developing and manufacturing veterinary pharmaceuticals.,,,,,,,,,
Soil Solutions,San Diego,CA,,https://www.soilsolutions.com,https://www.linkedin.com/company/soilsolutions,Both,West Coast,Domestic,Fernando Delgado,plant food tablets,80,Engages in both manufacturing and scientific research for soil nutrients.,,,,,,,,,
Soil Stabilization Products,Wichita,KS,,https://www.ssp-llc.com,https://www.linkedin.com/company/soil-stabilization-products-llc,Both,Central,Domestic,David Nelson,compaction characterization laboratory,80,Focuses on soil stabilization and compaction solutions.,,,,,,,,,
SoluBest,Houston,TX,,https://www.solubest.com,https://www.linkedin.com/company/solubest,Scientific,Central,Domestic,David Nelson,cdmo tablet manufacturing,80,"Expertise in formulation services, particularly for tablets.",,,,,,,,,
Sustaera,Raleigh,NC,,https://sustaera.com,https://linkedin.com/company/sustaera,Scientific,Southeast,Domestic,Danny Ambrose,carbon capture sorbent manufacturing,80,Focuses on direct air capture with innovative sorbents potentially requiring formulation,EDUCATE,medium,Both,80,low pressure; high pressure,Fette; Korsch,There is a medium opportunity for tablet compression in the formulation of innovative sorbents for carbon capture.,,
Tablet Technologies,San Diego,CA,,http://www.tablettechnologies.com,https://www.linkedin.com/company/tablet-technologies,Engineering,West Coast,Domestic,Fernando Delgado,tablet scale up laboratory,80,Specializes in engineering and manufacturing tablet presses.,,,,,,,,,
Terminix,Memphis,TN,+1-855-485-6300,https://www.terminix.com,https://www.linkedin.com/company/terminix,Both,Southeast,Domestic,Danny Ambrose,pest control tablets,80,"Primarily a service provider, not focused on tablet manufacturing.",,,,,,,,,
The Gatorade Company,Chicago,IL,,https://www.gatorade.com,https://linkedin.com/company/gatorade,Engineering,Central,Domestic,David Nelson,electrolyte tablets,80,Manufactures a variety of electrolyte products including tablets,ENGAGE,medium,Both,80,low pressure; medium pressure; high pressure,Fette; Korsch,There is a medium opportunity for improving tablet compression in electrolyte tablet production.,,
The Orkin Pest Control,Atlanta,GA,+1-877-819-5061,https://www.orkin.com,https://www.linkedin.com/company/orkin,Both,Southeast,Domestic,Danny Ambrose,pest control tablets,80,Service-oriented company with no focus on tablet manufacturing.,,,,,,,,,
Toyota Industries Corporation,Nagoya,AIC,+81 52-563-3111,https://www.toyota-industries.com,https://www.linkedin.com/company/toyota-industries-corporation,Both,International,International,International Sales Team,battery cathode manufacturing,80,Toyota Industries is involved in battery development and manufacturing.,,,,,,,,,
Twelve,Berkeley,CA,,https://twelve.co,https://linkedin.com/company/twelve-co,Scientific,West Coast,Domestic,Fernando Delgado,carbon capture sorbent manufacturing,80,Develops carbon transformation technology potentially involving sorbent formulation,EDUCATE,medium,Engineering,75,low pressure; medium pressure; high pressure,Fette; Korsch,There is a medium opportunity for tablet compression in carbon capture sorbent manufacturing with potential risks to material integrity.,,
Tylenol,Fort Washington,PA,,https://www.tylenol.com,,Both,Northeast,Domestic,Raffaele Romano,otc pain relief tablets,80,"Tylenol, owned by Johnson & Johnson, is a major player in OTC pain relief.",,,,,,,,,
U.S. Pool Supply,Los Angeles,CA,,https://www.uspoolsupply.com/,https://www.linkedin.com/company/us-pool-supply/,Both,West Coast,Domestic,Fernando Delgado,pool chlorine tablet manufacturing,80,Manufactures and sells chlorination products for pools.,,,,,,,,,
Veristat,South Windsor,CT,,https://www.veristat.com,https://www.linkedin.com/company/veristat,Scientific,Northeast,Domestic,Raffaele Romano,cdmo tablet manufacturing,80,"Provides services for pharmaceutical development, particularly in formulations.",,,,,,,,,
Vetoquinol USA,Fort Worth,TX,,https://www.vetoquinolusa.com,https://www.linkedin.com/company/vetoquinol-usa-inc-,Both,Central,Domestic,David Nelson,veterinary tablet manufacturing,80,Engaged in both veterinary medication formulation and manufacturing.,,,,,,Fette; Korsch,Vetoquinol USA has medium compression opportunities in veterinary tablet manufacturing that could enhance product consistency and quality.,,
VitaGrow,Phoenix,AZ,,https://www.vitagrow.com,https://www.linkedin.com/company/vitagrow,Scientific,Rocky Mountain,Domestic,Eric Maughan,plant food tablets,80,Focuses on R&D for plant nutrition and formulation.,,,,,,,,,
Vitamin Shoppe,Secaucus,NJ,,https://www.vitaminshoppe.com,https://www.linkedin.com/company/vitamin-shoppe/,Both,Northeast,Domestic,Raffaele Romano,dietary supplement tablets,80,Vitamin Shoppe sells dietary supplements including tablets and has formulation capabilities.,,,,,,,,,
Zint,Los Angeles,CA,+1 888-944-6842,https://www.zint.com,https://www.linkedin.com/company/zint/,Both,West Coast,Domestic,Fernando Delgado,collagen tablet manufacturing,80,Offers collagen supplements and engaged in tablet manufacturing.,,,,,,,,,
Zircar Ceramics,Florida,NY,,https://www.zircarceramics.com,,Both,Northeast,Domestic,Raffaele Romano,advanced ceramics manufacturing,80,Zircar focuses on advanced ceramics for engineering and scientific applications.,,,,,,,,,
e.l.f. Cosmetics,Oakland,CA,+1 510-450-1000,https://www.elfcosmetics.com,https://www.linkedin.com/company/elf-cosmetics,Both,West Coast,Domestic,Fernando Delgado,cosmetics pressed powder,80,Involved in both manufacturing and product development of cosmetics.,,,,,,Fette; Korsch,There is a medium opportunity for improving tablet compression processes in e.l.f. Cosmetics' pressed powders.,,
Agrium,Calgary,AB,,https://www.agrium.com,https://www.linkedin.com/company/agrium/,Both,Canada,International,Unassigned,fertilizer tablet manufacturing,79,Agrium’s activities include both fertilizer manufacturing and research in crop nutrition.,,,,,,,,,
CannaCraft,Santa Rosa,CA,,https://www.cannacraft.com,https://www.linkedin.com/company/cannacraft,Both,West Coast,Domestic,Fernando Delgado,cbd tablet manufacturing,79,Manufactures CBD products including tablets and engages in R&D.,,,,,,,,,
Clear Septic,Miami,FL,,https://www.clearsepticsolutions.com,https://www.linkedin.com/company/clear-septic,Scientific,Southeast,Domestic,Danny Ambrose,septic system tablets,79,Focus on R&D for effective septic solutions.,,,,,,,,,
Custom Meds,Atlanta,GA,,https://www.custommeds.com,https://www.linkedin.com/company/custom-meds,Both,Southeast,Domestic,Danny Ambrose,503b outsourcing facility,79,Offers both engineering services and pharmaceutical formulation.,,,,,,,,,
Histamine Innovations,San Diego,CA,,http://www.histamineinnovations.com,https://www.linkedin.com/company/histamine-innovations,Both,West Coast,Domestic,Fernando Delgado,allergy tablet manufacturing,79,Combines engineering and R&D for allergy tablets.,,,,,,,,,
Industrias Nucleares de Méxi,Mexico City,CMX,,http://www.inme.com.mx,https://www.linkedin.com/company/industrias-nucleares-de-mexico,Both,International,International,International Sales Team,nuclear fuel pellet manufacturing,79,INM is involved in nuclear fuel production and has engineering roles.,,,,,,,,,
Korea Z,Seoul,SEO,+82 2-3488-5500,https://www.koreazinc.co.kr,https://www.linkedin.com/company/korea-zinc,Both,International,International,International Sales Team,battery cathode manufacturing,79,Korea Zinc is involved in battery materials and has R&D initiatives.,,,,,,,,,
Omega-3 Innovations,Cleveland,OH,+1-941-485-4400,https://www.omega3innovations.com,,Both,Central,Domestic,David Nelson,fish oil tablet manufacturing,79,Specializes in fish oil formulation and manufacturing.,,,,,,,,,
One A Day,Chicago,IL,,https://www.oneaday.com,https://www.linkedin.com/company/one-a-day/,Both,Central,Domestic,David Nelson,multivitamin tablet manufacturing,79,Known for multivitamins; requires both engineering for production and scientific for formulation.,,,,,,,,,
