Company,City,State,Phone,Website,LinkedIn,Natoli Fit,Territory,Sales Rep,Industry,Confidence,Reason,503A,503B,GMP Likely,FDA Likely,Industry Match,AI Decision,AI Compression,AI Division,AI Confidence,Pressure Signals,Competitors,AI Summary
"Theochem Laboratories, Inc.",Tampa,FL,-7512,https://www.theochem.com,https://linkedin.com/company/theochem-laboratories-inc,Both,Southeast,Danny Ambrose,toilet bowl cleaner tablets,100,Manufacturer of cleaning and maintenance products including tablets,,,,,,ENGAGE,medium,Both,80,low pressure; medium pressure; high pressure,Fette; Korsch,Theochem Laboratories has a medium opportunity for tablet compression improvements in their toilet bowl cleaner tablets.
OxiClean,Ewing,NJ,-9109,https://www.oxiclean.com,,Both,Northeast,Raffaele Romano,toilet bowl cleaner tablets,95,Known for its stain removal products including tablets,,,,,,MONITOR,medium,Both,80,low pressure; medium pressure; high pressure,Fette; Korsch,"There is a medium opportunity for tablet compression in OxiClean toilet bowl cleaner tablets, with potential risks to tablet integrity and dissolution rate."
Simple Green,Huntington Beach,CA,-1736,https://simplegreen.com,https://linkedin.com/company/simple-green,Both,West Coast,Fernando Delgado,toilet bowl cleaner tablets,100,Manufacturer of cleaning products including tablets,,,,,,MONITOR,medium,Both,75,low pressure; medium pressure; high pressure,Fette; Korsch,There is a medium opportunity for improving tablet compression in cleaning product formulations.
Zep Inc.,Atlanta,GA,-11241,https://www.zep.com,https://linkedin.com/company/zep-inc,Both,Southeast,Danny Ambrose,toilet bowl cleaner tablets,100,Specializes in cleaning and maintenance products including tablets,,,,,,ENGAGE,medium,Both,80,low pressure; medium pressure; high pressure,Fette; Korsch,Zep Inc. has a medium opportunity for tablet compression improvements in their toilet bowl cleaner tablets.
Henkel North America,Stamford,CT,-8054,https://henkel-northamerica.com,https://linkedin.com/company/henkel,Both,Northeast,Raffaele Romano,drain cleaner tablets,100,Produces cleaning and hygiene products,,,,,,ENGAGE,medium,Both,80,low pressure; medium pressure; high pressure,Fette; Korsch,There is a medium opportunity for improving tablet compression in Henkel's drain cleaner tablets to enhance product consistency and performance.
WD-40 Company,San Diego,CA,-2293,https://wd40company.com,https://linkedin.com/company/wd-40-company,Both,West Coast,Fernando Delgado,drain cleaner tablets,100,Producer of cleaning and maintenance products,,,,,,MONITOR,medium,Engineering,75,low pressure; medium pressure; high pressure,Fette; Korsch,There is a medium opportunity for improving tablet compression in drain cleaner tablets with potential risks to tablet integrity.
"Spartan Chemical Company, Inc.",Maumee,OH,-6500,https://spartanchemical.com,https://linkedin.com/company/spartan-chemical-company,Both,Central,David Nelson,drain cleaner tablets,100,Manufactures chemical specialty maintenance products,,,,,,MONITOR,medium,Both,75,low pressure; medium pressure; high pressure,Fette; Korsch,There is a medium opportunity for improving tablet compression in drain cleaner tablets with associated risks that need monitoring.
"GOJO Industries, Inc.",Akron,OH,-6584,https://gojo.com,https://linkedin.com/company/gojo-industries,Both,Central,David Nelson,drain cleaner tablets,100,Leader in skin and surface hygiene solutions,,,,,,ENGAGE,medium,Both,80,low pressure; medium pressure; high pressure,Fette; Korsch,There is a medium opportunity for improving tablet compression in drain cleaner tablets with potential risks that need to be managed.
"Diversey, Inc.",Fort Mill,SC,-3748,https://diversey.com,https://linkedin.com/company/diversey,Both,Southeast,Danny Ambrose,drain cleaner tablets,100,Global provider of cleaning and hygiene products,,,,,,MONITOR,medium,Both,75,low pressure; medium pressure; high pressure,Fette; Korsch,"There is a medium opportunity for tablet compression in Diversey, Inc.'s drain cleaner tablets, with potential risks that need monitoring."
"Hillyard, Inc.",St. Joseph,MO,-2369,https://hillyard.com,https://linkedin.com/company/hillyard-inc,Both,Central,David Nelson,drain cleaner tablets,100,Produces cleaning and maintenance solutions,,,,,,ENGAGE,medium,Both,80,low pressure; medium pressure; high pressure,Fette; Korsch,There is a medium opportunity for improving tablet compression in Hillyard's drain cleaner tablets to enhance product consistency and performance.
Rebel Green,Mequon,WI,,https://rebelgreen.com,https://linkedin.com/company/rebel-green,Both,Central,David Nelson,drain cleaner tablets,90,Produces environmentally friendly cleaning products,,,,,,MONITOR,medium,Both,75,high pressure; medium pressure,Fette; Korsch,"There is a medium opportunity for tablet compression in environmentally friendly cleaning products, with potential risks to product integrity."
"Koch Fertilizer, LLC",Wichita,KS,-6643,https://kochfertilizer.com,https://linkedin.com/company/koch-fertilizer,Engineering,Central,David Nelson,fertilizer tablet manufacturing,90,Major producer of nitrogen-based fertilizers,,,,,,MONITOR,medium,Engineering,75,low pressure; medium pressure; high pressure,Fette; Korsch,Koch Fertilizer has moderate tablet compression opportunities with potential risks that require monitoring.
Agrium U.S. Inc.,Loveland,CO,-4954,https://agrium.com,https://linkedin.com/company/agrium,Both,Rocky Mountain,Eric Maughan,fertilizer tablet manufacturing,100,"Part of Nutrien, involved in crop nutrients and formulation",,,,,,MONITOR,medium,Both,75,low pressure; medium pressure; high pressure,Fette; Korsch,There is a medium opportunity for improving tablet compression in fertilizer manufacturing with associated risks that need monitoring.
"LidoChem, Inc.",Hazlet,NJ,-9619,https://lidochem.com,https://linkedin.com/company/lidochem-inc,Scientific,Northeast,Raffaele Romano,fertilizer tablet manufacturing,90,Offers a range of agricultural and specialty chemicals,,,,,,MONITOR,medium,Engineering,75,low pressure; medium pressure; high pressure,Fette; Korsch,"LidoChem, Inc. has moderate tablet compression opportunities with potential risks that require monitoring."
"Bio Huma Netics, Inc.",Gilbert,AZ,-2660,https://bhn.us,https://linkedin.com/company/bio-huma-netics-inc,Scientific,Rocky Mountain,Eric Maughan,fertilizer tablet manufacturing,90,"Develops sustainable solutions for agriculture, including fertilizers",,,,,,EDUCATE,medium,Both,75,low pressure; medium pressure; high pressure,Fette; Korsch,There is a medium opportunity for improving tablet compression in fertilizer tablet manufacturing with a focus on sustainable practices.
"Intrepid Potash, Inc.",Denver,CO,-3604,https://intrepidpotash.com,https://linkedin.com/company/intrepid-potash,Engineering,Rocky Mountain,Eric Maughan,fertilizer tablet manufacturing,90,Produces potassium-based fertilizers,,,,,,MONITOR,medium,Both,80,low pressure; high pressure,Fette; Korsch,Intrepid Potash has a medium opportunity for optimizing tablet compression in potassium-based fertilizer manufacturing.
"GROWMARK, Inc.",Bloomington,IL,-6865,https://growmark.com,https://linkedin.com/company/growmark,Both,Central,David Nelson,fertilizer tablet manufacturing,100,"Provides agricultural products and services, including plant nutrients",,,,,,MONITOR,medium,Engineering,75,low pressure; medium pressure; high pressure,Fette; Korsch,There is a medium opportunity for improving tablet compression in fertilizer tablet manufacturing.
Jobe's Company,Waco,TX,-6359,https://jobescompany.com,https://linkedin.com/company/jobe's-company,Engineering,Central,David Nelson,plant food tablets,90,Manufactures plant spikes and tablets for gardening,,,,,,ENGAGE,medium,Both,80,low pressure; optimal pressure; high pressure,Fette; Korsch,There is a medium opportunity for improving tablet compression in Jobe's plant food tablets to enhance product quality and consistency.
Espoma Company,Millville,NJ,-2222,https://espoma.com,https://linkedin.com/company/espoma,Both,Northeast,Raffaele Romano,plant food tablets,100,Produces organic plant food tablets and fertilizers,,,,,,ENGAGE,medium,Both,85,low pressure; medium pressure; high pressure,Fette; Korsch,Espoma Company has a medium opportunity for improving tablet compression in their organic plant food tablets.
"Ferti-Organic, Inc.",Rialto,CA,-4435,https://fertiorganic.com,https://linkedin.com/company/ferti-organic-inc-,Scientific,West Coast,Fernando Delgado,plant food tablets,90,Produces organic fertilizers and soil amendments,,,,,,ENGAGE,medium,Both,80,low pressure; medium pressure; high pressure,Fette; Korsch,"Ferti-Organic, Inc. has a medium opportunity for tablet compression improvements in their organic fertilizer tablets."
JR Peters Inc.,Allentown,PA,-7139,https://jrpeters.com,https://linkedin.com/company/jr-peters-inc-,Both,Northeast,Raffaele Romano,plant food tablets,100,Specializes in water-soluble and controlled-release fertilizers,,,,,,ENGAGE,medium,Both,80,low pressure; medium pressure; high pressure,Fette; Korsch,There is a medium opportunity for improving tablet compression in JR Peters Inc.'s plant food tablets to enhance product performance.
"Down To Earth Distributors, Inc.",Eugene,OR,-6965,https://downtoearthdistributors.com,https://linkedin.com/company/down-to-earth-fertilizers,Both,West Coast,Fernando Delgado,plant food tablets,100,Produces natural fertilizers and soil amendments,,,,,,ENGAGE,medium,Both,80,low pressure; optimal pressure; high pressure,Fette; Korsch,There is a medium opportunity for improving tablet compression in plant food tablets to enhance product consistency and performance.
FoxFarm Soil & Fertilizer Co.,Arcata,CA,-5518,https://foxfarm.com,https://linkedin.com/company/foxfarm-soil-&-fertilizer-company,Both,West Coast,Fernando Delgado,plant food tablets,100,Creates plant food and fertilizer products,,,,,,MONITOR,medium,Both,75,low pressure; medium pressure; high pressure,Fette; Korsch,There is a medium opportunity for tablet compression in plant food tablets with potential risks to dosage consistency.
Dr. Earth,Winters,CA,-5830,https://drearth.com,https://linkedin.com/company/dr-earth,Both,West Coast,Fernando Delgado,plant food tablets,100,Produces organic fertilizers and plant foods,,,,,,EDUCATE,medium,Both,75,low pressure; medium pressure; high pressure,Fette; Korsch,There is a medium opportunity for improving tablet compression in organic fertilizers and plant foods.
Neptune's Harvest,Gloucester,MA,-5827,https://neptunesharvest.com,https://linkedin.com/company/neptune's-harvest,Scientific,Northeast,Raffaele Romano,plant food tablets,90,Manufactures organic fertilizers and soil amendments,,,,,,MONITOR,medium,Both,75,low pressure; medium pressure,Fette; Korsch,There is a medium opportunity for improving tablet compression in organic fertilizer production.
Botanicare,Chandler,AZ,-2033,https://botanicare.com,https://linkedin.com/company/botanicare,Scientific,Rocky Mountain,Eric Maughan,plant food tablets,90,Leader in hydroponic plant supplements,,,,,,ENGAGE,medium,Both,80,low pressure; medium pressure,Fette; Korsch,"There is a medium opportunity for tablet compression in hydroponic plant food tablets, with potential risks to tablet integrity and dissolution."
Roots Organics,Eugene,OR,-3852,https://rootorganics.com,https://linkedin.com/company/roots-organics,Both,West Coast,Fernando Delgado,plant food tablets,100,Produces a range of soil and plant food products,,,,,,ENGAGE,medium,Both,80,low pressure; medium pressure; high pressure,Fette; Korsch,There is a medium opportunity for improving tablet compression in plant food tablets to enhance product consistency and reduce risks.
General Hydroponics,Sebastopol,CA,-10906,https://generalhydroponics.com,https://linkedin.com/company/general-hydroponics,Scientific,West Coast,Fernando Delgado,plant food tablets,90,Develops nutrients and supplements for plants,,,,,,ENGAGE,medium,Both,80,low pressure; medium pressure; high pressure,Fette; Korsch,"There is a medium opportunity for tablet compression in the development of plant food tablets, with potential risks to tablet integrity and dissolution."
Humboldt Nutrients,Arcata,CA,-9077,https://humboldtnutrients.com,https://linkedin.com/company/humboldt-nutrients,Scientific,West Coast,Fernando Delgado,plant food tablets,90,Offers a range of fertilizers and plant supplements,,,,,,ENGAGE,medium,Both,75,low pressure; medium pressure; high pressure,Fette; Korsch,Humboldt Nutrients has a medium opportunity for tablet compression improvements to enhance product consistency and performance.
"Grow More, Inc.",Gardena,CA,-2524,https://growmore.com,https://linkedin.com/company/grow-more-inc-,Both,West Coast,Fernando Delgado,plant food tablets,100,Produces fertilizers and plant nutrients,,,,,,ENGAGE,medium,Both,85,low pressure; medium pressure; high pressure,Fette; Korsch,There is a medium opportunity for improving tablet compression in plant food tablets to enhance product consistency and reduce breakage.
Fertilome,Bonham,TX,-6986,https://fertilome.com,https://linkedin.com/company/fertilome,Both,Central,David Nelson,plant food tablets,100,Manufactures plant food and garden products,,,,,,ENGAGE,medium,Both,80,low pressure; medium pressure; high pressure,Fette; Korsch,There is a medium opportunity for improving tablet compression in Fertilome's plant food tablets.
"Bell Laboratories, Inc.",Madison,WI,-1050,https://www.belllabs.com,https://linkedin.com/company/bell-laboratories-inc,Both,Central,David Nelson,pest control tablets,100,Produces rodent control tablets and requires both engineering and scientific services,,,,,,ENGAGE,high,Both,85,high pressure; medium pressure,Fette; Korsch,"There is a significant opportunity to enhance the tablet compression process for pest control tablets at Bell Laboratories, Inc."
Central Garden & Pet Company,Walnut Creek,CA,-5872,https://www.central.com,https://linkedin.com/company/central-garden-&-pet,Both,West Coast,Fernando Delgado,pest control tablets,100,"Offers pest control solutions including tablets, requiring both manufacturing and R&D capabilities",,,,,,ENGAGE,medium,Both,85,low pressure; medium pressure; high pressure,Fette; Korsch,There is a medium opportunity for improving tablet compression in pest control tablets for Central Garden & Pet Company.
"SenesTech, Inc.",Phoenix,AZ,-5849,https://www.senestech.com,https://linkedin.com/company/senestech-inc,Scientific,Rocky Mountain,Eric Maughan,pest control tablets,90,"Develops fertility control solutions as tablets, needing formulation expertise",,,,,,ENGAGE,medium,Both,80,inconsistent tablet weight; tablet hardness variability; dissolution rate issues,Fette; Korsch,There is a medium opportunity for tablet compression improvements in pest control tablets with a focus on formulation expertise.
"Spectrum Brands Holdings, Inc.",Middleton,WI,-4222,https://www.spectrumbrands.com,https://linkedin.com/company/spectrum-brands,Both,Central,David Nelson,pest control tablets,100,"Offers pest control tablets, requiring both manufacturing and scientific services",,,,,,ENGAGE,medium,Both,85,low pressure; medium pressure; high pressure,Fette; Korsch,"There is a medium opportunity for improving tablet compression in pest control tablets, requiring collaboration between manufacturing and scientific teams."
Control Solutions Inc.,Pasadena,TX,-3672,https://www.controlsolutionsinc.com,https://linkedin.com/company/control-solutions-inc,Both,Central,David Nelson,pest control tablets,100,"Produces pest control tablets and other products, requiring tooling and formulation",,,,,,ENGAGE,medium,Both,80,low pressure; medium pressure; high pressure,Fette; Korsch,There is a medium opportunity for improving tablet compression in pest control tablets with potential risks related to tooling and formulation.
"EcoSMART Technologies, Inc.",Alpharetta,GA,-5144,https://www.ecosmart.com,,Scientific,Southeast,Danny Ambrose,pest control tablets,85,Specializes in botanical pest control solutions including tablets,,,,,,ENGAGE,medium,Both,80,low pressure; medium pressure; high pressure,Fette; Korsch,EcoSMART Technologies has a medium opportunity for tablet compression improvements in their botanical pest control tablets.
U.S. Borax Inc.,Borax,CA,-8521,https://www.borax.com,https://linkedin.com/company/us-borax,Scientific,West Coast,Fernando Delgado,pest control tablets,90,Produces borate-based pest control tablets requiring formulation expertise,,,,,,ENGAGE,medium,Both,80,inconsistent tablet weight; tablet hardness variability; punch wear,Fette; Korsch,There is a medium opportunity for improving tablet compression in borate-based pest control tablets through formulation expertise.
Motomco Ltd.,Madison,WI,-3755,https://www.motomco.com,https://linkedin.com/company/motomco,Both,Central,David Nelson,pest control tablets,100,"Manufactures rodent control tablets, necessitating both engineering and scientific solutions",,,,,,ENGAGE,medium,Both,80,low pressure; medium pressure; high pressure,Fette; Korsch,"Motomco Ltd. presents a medium opportunity for tablet compression improvements, requiring both engineering and scientific approaches."
Bird-X Inc.,Chicago,IL,-3010,https://www.bird-x.com,,Engineering,Central,David Nelson,pest control tablets,85,"Produces various pest deterrent products, including tablets",,,,,,MONITOR,medium,Both,75,low pressure; medium pressure; high pressure,Fette; Korsch,Bird-X Inc. has a medium opportunity for tablet compression improvements in their pest control tablets.
MGK Company,Minneapolis,MN,-1647,https://www.mgk.com,https://linkedin.com/company/mgk,Both,Central,David Nelson,pest control tablets,100,"Develops insect control products, including tablet formulations",,,,,,ENGAGE,medium,Both,80,low pressure; medium pressure; high pressure,Fette; Korsch,There is a medium opportunity for improving tablet compression in pest control formulations with manageable risks.
"Septic Solutions, Inc.",Dieterich,IL,-6933,https://septicsolutions.com,,Engineering,Central,David Nelson,septic system tablets,85,"They specialize in manufacturing products for septic systems, including tablets.",,,,,,EDUCATE,medium,Both,80,low pressure; medium pressure; high pressure,Fette; Korsch,"Septic Solutions, Inc. has a medium opportunity for tablet compression improvements, particularly in optimizing pressure settings."
RID-X,Cincinnati,OH,,https://rid-x.com,https://linkedin.com/company/rid-x,Scientific,Central,David Nelson,septic system tablets,80,RID-X offers products specifically for septic system maintenance.,,,,,,DEPRIORITIZE,none,None,70,,,No tablet compression opportunities identified for RID-X septic system tablets.
Roebic Laboratories Inc.,Orange,CT,-2280,https://roebic.com,https://linkedin.com/company/roebic-laboratories-inc.,Scientific,Northeast,Raffaele Romano,septic system tablets,90,"Manufactures septic and drain care products, requiring formulation services.",,,,,,EDUCATE,medium,Both,75,low pressure; medium pressure,Fette; Korsch,There is a medium opportunity for tablet compression in septic system tablets with potential formulation challenges.
Enviro-One,Sarasota,FL,-5133,https://enviro-one.com,,Scientific,Southeast,Danny Ambrose,septic system tablets,85,"They produce eco-friendly cleaning products, including tablets.",,,,,,ENGAGE,medium,Both,80,low pressure; medium pressure; high pressure,Fette; Korsch,There is a medium opportunity for improving tablet compression in eco-friendly cleaning products.
Green Gobbler,Hicksville,NY,-3275,https://greengobbler.com,https://linkedin.com/company/green-gobbler,Scientific,Northeast,Raffaele Romano,septic system tablets,90,"Specializes in environmentally-friendly cleaning products, including tablet forms.",,,,,,ENGAGE,medium,Both,80,low pressure; medium pressure; high pressure,Fette; Korsch,There is a medium opportunity for tablet compression in environmentally-friendly cleaning products with potential risks to consider.
"American Manufacturing Company, Inc.",Elyria,OH,-7864,https://americanonsite.com,https://linkedin.com/company/american-manufacturing-company-inc-,Engineering,Central,David Nelson,septic system tablets,90,"They manufacture onsite wastewater systems, potentially using tablets.",,,,,,EDUCATE,medium,Engineering,75,low pressure; medium pressure; high pressure,Fette; Korsch,"There is a medium opportunity for tablet compression in septic system tablets, requiring education on best practices."
Septic Drainer,Worcester,MA,-2970,https://septicdrainer.com,,Scientific,Northeast,Raffaele Romano,septic system tablets,85,"Produces septic system maintenance solutions, including tablets.",,,,,,MONITOR,medium,Both,75,low pressure; medium pressure; high pressure,Fette; Korsch,There is a medium opportunity for improving tablet compression in septic system tablets to enhance performance and reduce risks.
Cabin Obsession,Los Angeles,CA,,https://cabinobsession.com,,Scientific,West Coast,Fernando Delgado,septic system tablets,75,They provide septic tank treatments including tablets.,,,,,,DEPRIORITIZE,none,None,70,,,No significant tablet compression opportunities identified in septic system tablet treatments.
Septic Perc,Derry,NH,-7574,https://septicperc.com,,Scientific,Northeast,Raffaele Romano,septic system tablets,85,Provides products aimed at improving septic system performance.,,,,,,DEPRIORITIZE,none,None,70,,,No significant tablet compression opportunities identified for septic system tablets.
Septic Tank Bacteria,Orlando,FL,,https://septictankbacteria.com,,Scientific,Southeast,Danny Ambrose,septic system tablets,75,"Specializes in septic tank bacteria treatments, often in tablet form.",,,,,,DEPRIORITIZE,none,None,70,,,No significant tablet compression opportunities identified in septic tank bacteria treatments.
Septic Maxx,Coral Springs,FL,-3580,https://septicmaxx.com,,Scientific,Southeast,Danny Ambrose,septic system tablets,85,Produces septic cleaning solutions including tablets.,,,,,,DEPRIORITIZE,none,None,70,,,No significant tablet compression opportunities identified for Septic Maxx.
Septic-Flow,Lakewood,NJ,-10468,https://septic-flow.com,,Scientific,Northeast,Raffaele Romano,septic system tablets,85,Provides septic system treatments requiring formulation expertise.,,,,,,ENGAGE,medium,Both,85,inconsistent tablet density; tablet breakage during handling; variability in dissolution rates,Fette; Korsch,There is a medium opportunity for improving tablet compression in septic system treatments to enhance product performance and customer satisfaction.
Concrete Sealants Inc.,New Carlisle,OH,-10557,https://conseal.com,https://linkedin.com/company/concrete-sealants-inc,Both,Central,David Nelson,concrete cleaner tablets,100,Manufactures tablets for concrete cleaning and sealing applications,,,,,,ENGAGE,medium,Both,80,low pressure; medium pressure; high pressure,Fette; Korsch,"There is a medium opportunity for improving tablet compression in concrete cleaner tablets, with potential risks that need to be managed."
Sakrete,Charlotte,NC,-8973,https://sakrete.com,https://linkedin.com/company/sakrete,Both,Southeast,Danny Ambrose,concrete cleaner tablets,100,Produces packaged concrete goods including cleaning tablets,,,,,,MONITOR,medium,Engineering,75,low pressure; medium pressure; high pressure,Fette; Korsch,There is a medium opportunity for improving tablet compression in Sakrete's concrete cleaner tablets.
Quikrete,Atlanta,GA,-6909,https://quikrete.com,https://linkedin.com/company/quikrete,Both,Southeast,Danny Ambrose,concrete cleaner tablets,100,Manufacturer of concrete and related products including cleaning tablets,,,,,,DEPRIORITIZE,none,None,70,,,No significant tablet compression opportunities identified for Quikrete's concrete cleaner tablets.
Prosoco,Lawrence,KS,-5849,https://prosoco.com,https://linkedin.com/company/prosoco,Both,Central,David Nelson,concrete cleaner tablets,100,Offers cleaning products for concrete and masonry,,,,,,DEPRIORITIZE,none,None,70,,,No significant tablet compression opportunities identified for Prosoco's concrete cleaner tablets.
W. R. Meadows,Hampshire,IL,-3160,https://wrmeadows.com,https://linkedin.com/company/w-r-meadows-inc,Both,Central,David Nelson,concrete cleaner tablets,100,Produces construction products including concrete cleaners,,,,,,DEPRIORITIZE,none,None,70,,,No significant tablet compression opportunities identified for W. R. Meadows' concrete cleaner tablets.
Euclid Chemical,Cleveland,OH,-8748,https://euclidchemical.com,https://linkedin.com/company/euclid-chemical,Both,Central,David Nelson,concrete cleaner tablets,100,Offers a range of products for concrete including cleaning tablets,,,,,,MONITOR,medium,Both,75,low pressure; medium pressure; high pressure,Fette; Korsch,There is a medium opportunity for tablet compression in concrete cleaner tablets with potential risks to product quality.
H&C Concrete,Cleveland,OH,-9912,https://hcconcrete.com,https://linkedin.com/company/hc-concrete,Both,Central,David Nelson,concrete cleaner tablets,100,Produces various concrete products including cleaning solutions,,,,,,MONITOR,medium,Engineering,75,low pressure; medium pressure; high pressure,Fette; Korsch,"There is a medium opportunity for improving tablet compression in concrete cleaner tablets, with some risks to tablet integrity."
ChemMasters,Madison,OH,-9151,https://chemmasters.net,https://linkedin.com/company/chemmasters-inc,Both,Central,David Nelson,concrete cleaner tablets,100,Manufactures chemicals for concrete including cleaning agents,,,,,,ENGAGE,medium,Both,85,low pressure; medium pressure; high pressure,Fette; Korsch,There is a medium opportunity for improving tablet compression in ChemMasters' concrete cleaner tablets.
Walttools,Morris,IL,-7045,https://walttools.com,https://linkedin.com/company/walttools,Both,Central,David Nelson,concrete cleaner tablets,100,Supplies decorative concrete products and cleaners,,,,,,DEPRIORITIZE,none,None,70,,,No significant tablet compression opportunities identified for concrete cleaner tablets.
SureCrete,Dade City,FL,-8891,https://surecretedesign.com,https://linkedin.com/company/surecrete-design-products,Both,Southeast,Danny Ambrose,concrete cleaner tablets,100,Manufacturer of decorative and specialty concrete products,,,,,,ENGAGE,medium,Both,80,low pressure; medium pressure; high pressure,Fette; Korsch,There is a medium opportunity for tablet compression improvements in the production of concrete cleaner tablets.
Butterfield Color,Mundelein,IL,-4469,https://butterfieldcolor.com,https://linkedin.com/company/butterfield-color,Both,Central,David Nelson,concrete cleaner tablets,100,Produces decorative concrete products including cleaners,,,,,,ENGAGE,medium,Both,80,low pressure; medium pressure; high pressure,Fette; Korsch,There is a medium opportunity for improving tablet compression in the production of concrete cleaner tablets.
Ameripolish,Fayetteville,AR,-10711,https://ameripolish.com,https://linkedin.com/company/ameripolish,Both,Central,David Nelson,concrete cleaner tablets,100,Provides concrete polishing products and cleaners,,,,,,DEPRIORITIZE,none,None,70,,,No significant tablet compression opportunities identified for Ameripolish concrete cleaner tablets.
Rust-Oleum,Vernon Hills,IL,-8913,https://rustoleum.com,https://linkedin.com/company/rust-oleum,Both,Central,David Nelson,concrete cleaner tablets,100,Produces a variety of coatings and cleaning products for concrete,,,,,,DEPRIORITIZE,none,None,70,,,No significant tablet compression opportunities identified for Rust-Oleum's concrete cleaner tablets.
Columbia Machine,Vancouver,WA,-2554,https://columbiamachine.com,https://linkedin.com/company/columbia-machine-inc,Both,West Coast,Fernando Delgado,concrete cleaner tablets,100,Produces concrete products including cleaning tablets,,,,,,MONITOR,medium,Engineering,75,low pressure; medium pressure,Fette; Korsch,There is a medium opportunity for improving tablet compression in concrete cleaner tablets.
MedPharm Group,Durham,NC,-4518,https://medpharm.com,https://linkedin.com/company/medpharm,Both,Southeast,Danny Ambrose,cbd tablet manufacturing,100,They provide formulation and manufacturing services for solid dosage forms including tablets.,,,,,Yes,ENGAGE,medium,Both,80,low pressure; medium pressure; high pressure,Fette; Korsch,There is a medium opportunity for improving tablet compression processes in CBD tablet manufacturing.
Tapemark,West Saint Paul,MN,-9206,https://tapemark.com,https://linkedin.com/company/tapemark,Both,Central,David Nelson,cbd tablet manufacturing,100,They specialize in drug delivery systems including transdermal and oral thin film.,,,,,Yes,MONITOR,medium,Both,80,low pressure; medium pressure; high pressure,Fette; Korsch,Tapemark presents a medium opportunity for tablet compression in CBD manufacturing with potential risks to dosage consistency.
Cannabistry Labs,Chicago,IL,-2587,https://cannabistry.com,https://linkedin.com/company/cannabistry-labs,Scientific,Central,David Nelson,cbd tablet manufacturing,90,Focus on R&D and formulation of cannabis products including tablets.,,,,,Yes,ENGAGE,medium,Both,80,low pressure; medium pressure; high pressure,Fette; Korsch,"Cannabistry Labs has a medium opportunity for tablet compression improvements, particularly in R&D and formulation consistency."
Silver State Wellness,Las Vegas,NV,-3967,https://silverstatewellness.com,,Engineering,Rocky Mountain,Eric Maughan,cbd tablet manufacturing,85,Manufactures a variety of cannabis products including tablets.,,,,,Yes,ENGAGE,medium,Both,80,low pressure; medium pressure; high pressure,Fette; Korsch,Silver State Wellness has a medium opportunity for improving tablet compression processes to enhance product consistency and reduce manufacturing risks.
Medterra CBD,Irvine,CA,-3058,https://medterracbd.com,https://linkedin.com/company/medterra-cbd,Both,West Coast,Fernando Delgado,cbd tablet manufacturing,100,Produces a range of CBD products including tablets and capsules.,,,,,Yes,ENGAGE,medium,Both,85,low pressure; medium pressure,Fette; Korsch,There is a medium opportunity for improving tablet compression in Medterra's CBD tablet manufacturing process.
MediPharm Labs,Los Angeles,CA,-5944,https://medipharmlabs.com,https://linkedin.com/company/medipharmlabs,Both,West Coast,Fernando Delgado,cbd tablet manufacturing,100,They have manufacturing capabilities for various cannabis dosage forms.,,,,,Yes,ENGAGE,medium,Both,80,low pressure; medium pressure; high pressure,Fette; Korsch,MediPharm Labs has a medium opportunity for tablet compression improvements in their CBD tablet manufacturing process.
CV Sciences,San Diego,CA,-8835,https://cvsciences.com,https://linkedin.com/company/cv-sciences,Both,West Coast,Fernando Delgado,cbd tablet manufacturing,100,Produces CBD-based products including dietary supplements and tablets.,,,,,Yes,ENGAGE,medium,Both,85,low pressure; medium pressure; high pressure,Fette; Korsch,CV Sciences has a medium opportunity for improving tablet compression in their CBD tablet manufacturing process.
PureKana,Scottsdale,AZ,-8848,https://purekana.com,https://linkedin.com/company/purekana,Both,Rocky Mountain,Eric Maughan,cbd tablet manufacturing,100,Offers a variety of CBD products including capsules and tablets.,,,,,Yes,MONITOR,medium,Both,75,low pressure; medium pressure,Fette; Korsch,There is a moderate opportunity for improving tablet compression in CBD tablet manufacturing with potential risks to monitor.
BDS Analytics,Boulder,CO,-10876,https://bdsa.com,https://linkedin.com/company/bds-analytics,Scientific,Rocky Mountain,Eric Maughan,cbd tablet manufacturing,90,Provides insights and analytics for the cannabis industry including product trends.,,,,,Yes,EDUCATE,medium,Both,75,low pressure; medium pressure; high pressure,Fette; Korsch,There is a medium opportunity for improving tablet compression in CBD tablet manufacturing with potential risks to address.
CBDistillery,Denver,CO,-8843,https://thecbdistillery.com,https://linkedin.com/company/cbdistillery,Both,Rocky Mountain,Eric Maughan,cbd tablet manufacturing,100,Offers a wide range of CBD products including capsules.,,,,,Yes,ENGAGE,medium,Both,80,low pressure; medium pressure; high pressure,Fette; Korsch,There is a medium opportunity for improving tablet compression in CBDistillery's CBD tablet manufacturing.
Elixinol,Westminster,CO,-5151,https://elixinol.com,https://linkedin.com/company/elixinol,Both,Rocky Mountain,Eric Maughan,cbd tablet manufacturing,100,"Provides a variety of hemp-derived CBD products, including tablets.",,,,,Yes,MONITOR,medium,Both,75,low pressure; medium pressure,Fette; Korsch,Elixinol presents a medium opportunity for tablet compression improvements in their CBD tablet manufacturing process.
